scenario,polarity-tense,2.5%,25%,50%,75%,97.5%,mean,sd
moderator:congratulate,positive-future,-0.8144931837724099,-0.42407189303988313,-0.21714652173537985,-0.005535141390969889,0.42398726881162807,-0.2120157151051522,0.31407627703476804
moderator:congratulate,negative-past,-0.33016033213045004,0.05982245156115007,0.26479093124712993,0.4706575684248008,0.873736051858862,0.2666740050651747,0.3070692975715094
moderator:congratulate,negative-future,-0.46080679244659994,-0.09153969595235789,0.09616267345756202,0.2848515081364761,0.6562251162166152,0.09663435312551019,0.28262940668611386
mother:lie,positive-past,1.5006401455086003,1.7279186322908997,1.84859342776377,1.97490110111633,2.23149344106183,1.853035763914518,0.18599721421527649
mother:lie,positive-future,-0.5047222656519104,-0.09959095868733958,0.11597600248932993,0.32875250498923014,0.7429672391659599,0.11617942651415043,0.31736187846958885
mother:lie,negative-past,0.8167148557096504,1.190180513689663,1.3907282806208188,1.589573798369658,1.98226943493259,1.392066373387337,0.29759028897564627
mother:lie,negative-future,0.5269622417835502,0.8618257966533798,1.0367004489202196,1.2134344011855402,1.5675068079205388,1.0392544145204952,0.2654882737911417
mother:remember,positive-past,0.136682745803093,0.3774254745115829,0.5076732567959961,0.635979459242378,0.8908187175844591,0.5080736955378812,0.19186856571600935
mother:remember,positive-future,0.351221971288921,0.7390965451417659,0.941109250938917,1.154060944636681,1.579997666196788,0.9485451198495166,0.31133755291262605
mother:remember,negative-past,-0.22249516801616503,0.15726039686537,0.3587848751976959,0.561521588351565,0.9517760341120641,0.35871986477896683,0.30027774703760374
mother:remember,negative-future,0.13998172795779204,0.4714286280370616,0.643927300838252,0.8189359727150467,1.160457614472343,0.6458678609524915,0.2594048603889484
musician:hope,positive-past,-1.53667509977335,-1.31577316440901,-1.1999165591282501,-1.08272279109768,-0.8653175862647731,-1.2001518450291324,0.1719947677720296
musician:hope,positive-future,-0.6967464180562299,-0.3145453450661504,-0.10127293907099011,0.11333620187050997,0.5385014674377702,-0.0965172122396998,0.31527770317230597
musician:hope,negative-past,-0.7930134875784199,-0.40634515117884407,-0.20404474718721954,0.0023307826664398235,0.3777474179770599,-0.20511163216494716,0.3006269312405539
musician:hope,negative-future,-0.775273755362082,-0.4326808779354041,-0.255128210458184,-0.0812429232579801,0.2482339178536499,-0.2574650609599897,0.26185846515912004
nanny:dissuade,positive-past,-2.3881706980746498,-2.13874969521357,-2.0109141948876004,-1.8886521009086799,-1.6651321168750302,-2.0150101937150127,0.18463262649659262
nanny:dissuade,positive-future,-1.7461887131611369,-1.30143292494761,-1.080019352427208,-0.8571134851177202,-0.4460955000459699,-1.0829071763313656,0.3309226888204129
nanny:dissuade,negative-past,-1.5740559634473543,-1.20377038534042,-1.0117976430751559,-0.81730102571076,-0.4664205650280695,-1.0126265133434869,0.28364832466072315
nanny:dissuade,negative-future,-1.53249081646646,-1.1899133900742975,-1.0181353675964089,-0.84358814956189,-0.5009272658072601,-1.017820136039252,0.2622835238333647
newsanchor:notify,positive-past,0.856419102918783,1.08958872599179,1.2165459297499799,1.34497586432949,1.5951162845779898,1.2192421720275757,0.18869410836479836
